1294
850
1985
1490
1988
1984
1391
2987
196
2976
298
496
991
97
495
1394
1985
196
895
1493
993
148
1488
1984
164
2388
1988
259
289
987
494
895
169
697
996
1981
496
290
172
201
267
1990
130
196
259
200
92
304
991
134
